Trial,Time_Bin,Col_ID,Workers,Presence,Col_Size
Discovery,33,C,3,1,23
Discovery,34,C,0,0,23
Discovery,35,C,1,1,23
Discovery,36,C,3,1,23
Discovery,37,C,5,1,23
Discovery,38,C,4,1,23
Discovery,39,C,1,1,23
Discovery,40,C,2,1,23
Discovery,41,C,3,1,23
Discovery,42,C,1,1,23
Discovery,43,C,1,1,23
Discovery,44,C,1,1,23
Discovery,45,C,2,1,23
Discovery,46,C,3,1,23
Discovery,47,C,0,0,23
Discovery,48,C,0,0,23
Discovery,49,C,1,1,23
Discovery,50,C,2,1,23
Discovery,51,C,1,1,23
Discovery,52,C,1,1,23
Discovery,53,C,2,1,23
Discovery,54,C,2,1,23
Discovery,55,C,0,0,23
Discovery,56,C,0,0,23
Discovery,57,C,0,0,23
Discovery,58,C,1,1,23
Discovery,59,C,1,1,23
Discovery,60,C,1,1,23
Discovery,1,E,0,0,48
Discovery,2,E,0,0,48
Discovery,3,E,0,0,48
Discovery,4,E,0,0,48
Discovery,5,E,0,0,48
Discovery,6,E,0,0,48
Discovery,7,E,0,0,48
Discovery,8,E,0,0,48
Discovery,9,E,1,1,48
Discovery,10,E,1,1,48
Discovery,11,E,1,1,48
Discovery,12,E,1,1,48
Discovery,13,E,0,0,48
Discovery,14,E,0,0,48
Discovery,15,E,1,1,48
Discovery,16,E,0,0,48
Discovery,17,E,0,0,48
Discovery,18,E,1,1,48
Discovery,19,E,0,0,48
Discovery,20,E,1,1,48
Discovery,21,E,1,1,48
Discovery,22,E,0,0,48
Discovery,23,E,1,1,48
Discovery,24,E,0,0,48
Discovery,25,E,0,0,48
Discovery,26,E,1,1,48
Discovery,27,E,0,0,48
Discovery,28,E,0,0,48
Discovery,29,E,1,1,48
Discovery,30,E,1,1,48
Discovery,31,E,0,0,48
Discovery,32,E,1,1,48
Discovery,33,E,0,0,48
Discovery,34,E,0,0,48
Discovery,35,E,1,1,48
Discovery,36,E,0,0,48
Discovery,37,E,0,0,48
Discovery,38,E,1,1,48
Discovery,39,E,1,1,48
Discovery,40,E,0,0,48
Discovery,41,E,0,0,48
Discovery,42,E,2,1,48
Discovery,43,E,1,1,48
Discovery,44,E,1,1,48
Discovery,45,E,1,1,48
Discovery,46,E,0,0,48
Discovery,47,E,0,0,48
Discovery,48,E,1,1,48
Discovery,49,E,1,1,48
Discovery,50,E,0,0,48
Discovery,51,E,1,1,48
Discovery,52,E,1,1,48
Discovery,53,E,1,1,48
Discovery,54,E,1,1,48
Discovery,55,E,1,1,48
Discovery,56,E,0,0,48
Discovery,57,E,2,1,48
Discovery,58,E,2,1,48
Discovery,59,E,1,1,48
Discovery,60,E,1,1,48
Discovery,1,G,0,0,19
Discovery,2,G,0,0,19
Discovery,3,G,0,0,19
Discovery,4,G,0,0,19
Discovery,5,G,1,1,19
Discovery,6,G,1,1,19
Discovery,7,G,1,1,19
Discovery,8,G,2,1,19
Discovery,9,G,1,1,19
Discovery,10,G,1,1,19
Discovery,11,G,0,0,19
Discovery,12,G,0,0,19
Discovery,13,G,0,0,19
Discovery,14,G,1,1,19
Discovery,15,G,2,1,19
Discovery,16,G,1,1,19
Discovery,17,G,1,1,19
Discovery,18,G,0,0,19
Discovery,19,G,2,1,19
Discovery,20,G,1,1,19
Discovery,21,G,1,1,19
Discovery,22,G,2,1,19
Discovery,23,G,1,1,19
Discovery,24,G,2,1,19
Discovery,25,G,1,1,19
Discovery,26,G,1,1,19
Discovery,27,G,4,1,19
Discovery,28,G,3,1,19
Discovery,29,G,4,1,19
Discovery,30,G,2,1,19
Discovery,31,G,1,1,19
Discovery,32,G,2,1,19
Discovery,33,G,1,1,19
Discovery,34,G,2,1,19
Discovery,35,G,2,1,19
Discovery,36,G,4,1,19
Discovery,37,G,2,1,19
Discovery,38,G,2,1,19
